Text,Sentiment
"Cardano recorded a -9.05% change in the last 24 hours, with a trading volume of $10745893.25 and market cap $5361303097.22. News sentiment score is 0.322 and social sentiment is 0.758.",Negative
"Polygon recorded a -0.2% change in the last 24 hours, with a trading volume of $49192423.85 and market cap $11753418377.75. News sentiment score is -0.188 and social sentiment is 0.105.",Negative
"Polygon recorded a 5.71% change in the last 24 hours, with a trading volume of $10066776.69 and market cap $18648351926.79. News sentiment score is 0.292 and social sentiment is -0.061.",Negative
"Ethereum recorded a 9.71% change in the last 24 hours, with a trading volume of $1870650.55 and market cap $35581298215754.47. News sentiment score is 0.167 and social sentiment is 0.347.",Negative
"Chainlink recorded a 15.34% change in the last 24 hours, with a trading volume of $4319820.8 and market cap $290438548995.16. News sentiment score is 0.273 and social sentiment is 0.23.",Negative
"Ethereum recorded a -3.36% change in the last 24 hours, with a trading volume of $3963163.72 and market cap $35298191201520.9. News sentiment score is -0.102 and social sentiment is -0.057.",Negative
"Bitcoin recorded a -2.84% change in the last 24 hours, with a trading volume of $5979536.12 and market cap $456585005668596.8. News sentiment score is 0.338 and social sentiment is 0.219.",Negative
"Cosmos recorded a 4.29% change in the last 24 hours, with a trading volume of $2647066.21 and market cap $20014609389.08. News sentiment score is -0.49 and social sentiment is -0.574.",Negative
"Bitcoin recorded a -9.86% change in the last 24 hours, with a trading volume of $1531943.94 and market cap $90575602526468.4. News sentiment score is 0.013 and social sentiment is 0.166.",Negative
"Algorand recorded a -1.4% change in the last 24 hours, with a trading volume of $8419015.1 and market cap $3508241670.04. News sentiment score is -0.141 and social sentiment is -0.031.",Negative
"Cardano recorded a 10.64% change in the last 24 hours, with a trading volume of $2349552.55 and market cap $8097345914.01. News sentiment score is 0.204 and social sentiment is 0.097.",Negative
"Solana recorded a 0.76% change in the last 24 hours, with a trading volume of $3801159.9 and market cap $1682892207596.24. News sentiment score is -0.203 and social sentiment is -0.415.",Negative
"Algorand recorded a -13.72% change in the last 24 hours, with a trading volume of $4583903.06 and market cap $3734082301.22. News sentiment score is -0.154 and social sentiment is -0.232.",Negative
"Algorand recorded a 17.18% change in the last 24 hours, with a trading volume of $3814025.15 and market cap $1800567420.46. News sentiment score is -0.111 and social sentiment is -0.072.",Negative
"Chainlink recorded a -15.18% change in the last 24 hours, with a trading volume of $2252641.92 and market cap $193347842225.23. News sentiment score is -0.222 and social sentiment is -0.096.",Negative
"Solana recorded a -9.13% change in the last 24 hours, with a trading volume of $6330539.9 and market cap $1120532606677.06. News sentiment score is -0.281 and social sentiment is 0.38.",Negative
"Polygon recorded a -9.21% change in the last 24 hours, with a trading volume of $3639598.97 and market cap $4971412633.27. News sentiment score is 0.025 and social sentiment is 0.293.",Negative
"Ethereum recorded a -7.04% change in the last 24 hours, with a trading volume of $4599032.82 and market cap $4700933114640.55. News sentiment score is -0.31 and social sentiment is -0.148.",Negative
"Polkadot recorded a 3.32% change in the last 24 hours, with a trading volume of $3313208.22 and market cap $125217742794.45. News sentiment score is 0.275 and social sentiment is 0.18.",Negative
"Avalanche recorded a 6.37% change in the last 24 hours, with a trading volume of $6886021.18 and market cap $228086823595.74. News sentiment score is -0.356 and social sentiment is -0.217.",Negative
"Chainlink recorded a -5.28% change in the last 24 hours, with a trading volume of $9728707.75 and market cap $224059320500.73. News sentiment score is -0.193 and social sentiment is -0.101.",Negative
"Algorand recorded a 11.64% change in the last 24 hours, with a trading volume of $4548027.69 and market cap $333284276.5. News sentiment score is -0.006 and social sentiment is -0.278.",Negative
"Cardano recorded a 7.03% change in the last 24 hours, with a trading volume of $576516.13 and market cap $7505115716.3. News sentiment score is -0.551 and social sentiment is -0.301.",Negative
"Cardano recorded a -7.5% change in the last 24 hours, with a trading volume of $2321359.77 and market cap $3795550460.3. News sentiment score is 0.159 and social sentiment is 0.247.",Negative
"Polygon recorded a -8.83% change in the last 24 hours, with a trading volume of $10988398.81 and market cap $22641287901.62. News sentiment score is 0.077 and social sentiment is 0.149.",Negative
"Cardano recorded a 7.55% change in the last 24 hours, with a trading volume of $3261074.14 and market cap $7800639643.96. News sentiment score is -0.226 and social sentiment is -0.057.",Negative
"Bitcoin recorded a 9.6% change in the last 24 hours, with a trading volume of $6128834.61 and market cap $500173155735392.6. News sentiment score is 0.201 and social sentiment is 0.058.",Negative
"Cosmos recorded a 11.34% change in the last 24 hours, with a trading volume of $2490546.05 and market cap $193689876790.97. News sentiment score is -0.251 and social sentiment is -0.29.",Negative
"Chainlink recorded a -0.02% change in the last 24 hours, with a trading volume of $14257549.32 and market cap $220475160427.68. News sentiment score is -0.365 and social sentiment is -0.168.",Negative
"Cardano recorded a 7.92% change in the last 24 hours, with a trading volume of $846549.97 and market cap $5145456309.66. News sentiment score is 0.07 and social sentiment is -0.005.",Negative
"Cardano recorded a -5.39% change in the last 24 hours, with a trading volume of $2531037.86 and market cap $4713998992.29. News sentiment score is -0.086 and social sentiment is 0.215.",Negative
"Solana recorded a 6.0% change in the last 24 hours, with a trading volume of $7870681.86 and market cap $67273252920.37. News sentiment score is -0.366 and social sentiment is -0.296.",Negative
"Chainlink recorded a -12.99% change in the last 24 hours, with a trading volume of $991008.58 and market cap $101432980852.72. News sentiment score is 0.741 and social sentiment is 0.51.",Positive
"Bitcoin recorded a 6.3% change in the last 24 hours, with a trading volume of $2562841.9 and market cap $933677013547120.0. News sentiment score is -0.056 and social sentiment is 0.353.",Negative
"Algorand recorded a -18.52% change in the last 24 hours, with a trading volume of $1236012.56 and market cap $2693735275.62. News sentiment score is -0.065 and social sentiment is 0.394.",Negative
"Cardano recorded a 3.25% change in the last 24 hours, with a trading volume of $1797228.24 and market cap $5095966135.12. News sentiment score is 0.008 and social sentiment is -0.001.",Negative
"Ethereum recorded a 2.19% change in the last 24 hours, with a trading volume of $5312198.85 and market cap $21883315779436.3. News sentiment score is 0.141 and social sentiment is 0.381.",Negative
"Solana recorded a 13.63% change in the last 24 hours, with a trading volume of $2236678.58 and market cap $1742752201248.09. News sentiment score is 0.101 and social sentiment is -0.035.",Negative
"Avalanche recorded a -8.33% change in the last 24 hours, with a trading volume of $3481126.23 and market cap $640322260244.98. News sentiment score is 0.007 and social sentiment is -0.45.",Negative
"Algorand recorded a 13.99% change in the last 24 hours, with a trading volume of $1929709.23 and market cap $5127918774.41. News sentiment score is 0.199 and social sentiment is 0.001.",Negative
"Solana recorded a 8.52% change in the last 24 hours, with a trading volume of $1754251.62 and market cap $1641180299211.65. News sentiment score is -0.105 and social sentiment is 0.302.",Negative
"Polkadot recorded a 24.7% change in the last 24 hours, with a trading volume of $975376.74 and market cap $150578852044.15. News sentiment score is -0.083 and social sentiment is -0.148.",Negative
"Avalanche recorded a 5.96% change in the last 24 hours, with a trading volume of $815337.84 and market cap $274553260174.16. News sentiment score is 0.304 and social sentiment is 0.208.",Negative
"Ethereum recorded a -12.43% change in the last 24 hours, with a trading volume of $2745880.92 and market cap $2099472343438.81. News sentiment score is -0.404 and social sentiment is -0.837.",Negative
"Bitcoin recorded a -2.73% change in the last 24 hours, with a trading volume of $3692339.36 and market cap $640780915594419.9. News sentiment score is 0.419 and social sentiment is 0.58.",Neutral
"Bitcoin recorded a 15.74% change in the last 24 hours, with a trading volume of $4586932.11 and market cap $775573729488991.5. News sentiment score is 0.022 and social sentiment is -0.095.",Negative
"Solana recorded a -6.38% change in the last 24 hours, with a trading volume of $2458509.09 and market cap $295792885873.04. News sentiment score is -0.085 and social sentiment is -0.147.",Negative
"Algorand recorded a -3.22% change in the last 24 hours, with a trading volume of $2415889.97 and market cap $4589397573.33. News sentiment score is 0.55 and social sentiment is 0.791.",Neutral
"Solana recorded a 5.3% change in the last 24 hours, with a trading volume of $4603491.84 and market cap $663978295054.61. News sentiment score is 0.288 and social sentiment is 0.2.",Negative
"Cardano recorded a 15.66% change in the last 24 hours, with a trading volume of $2913847.61 and market cap $222488928.38. News sentiment score is 0.764 and social sentiment is 0.301.",Positive
"Bitcoin recorded a -4.35% change in the last 24 hours, with a trading volume of $53938805.13 and market cap $600051952381350.4. News sentiment score is -0.066 and social sentiment is -0.215.",Negative
"Cosmos recorded a -0.88% change in the last 24 hours, with a trading volume of $5585865.49 and market cap $101799848432.52. News sentiment score is 0.115 and social sentiment is 0.055.",Negative
"Cardano recorded a -7.98% change in the last 24 hours, with a trading volume of $1394774.82 and market cap $658292298.48. News sentiment score is -0.1 and social sentiment is -0.275.",Negative
"Algorand recorded a 1.22% change in the last 24 hours, with a trading volume of $1639707.6 and market cap $5092523647.62. News sentiment score is -0.423 and social sentiment is 0.069.",Negative
"Polkadot recorded a -0.65% change in the last 24 hours, with a trading volume of $1391858.81 and market cap $54675089804.07. News sentiment score is 0.222 and social sentiment is -0.176.",Negative
"Polygon recorded a -1.83% change in the last 24 hours, with a trading volume of $2158679.14 and market cap $6498222343.37. News sentiment score is -0.299 and social sentiment is -0.308.",Negative
"Bitcoin recorded a -2.48% change in the last 24 hours, with a trading volume of $417496.34 and market cap $202765636435904.47. News sentiment score is 0.008 and social sentiment is -0.26.",Negative
"Cardano recorded a -4.81% change in the last 24 hours, with a trading volume of $9841786.17 and market cap $5066779671.98. News sentiment score is -0.526 and social sentiment is -0.421.",Negative
"Polygon recorded a 9.7% change in the last 24 hours, with a trading volume of $5505367.92 and market cap $18085663723.4. News sentiment score is 0.381 and social sentiment is 0.46.",Negative
"Avalanche recorded a -5.26% change in the last 24 hours, with a trading volume of $6297921.81 and market cap $122662702051.29. News sentiment score is 0.143 and social sentiment is -0.254.",Negative
"Solana recorded a -0.4% change in the last 24 hours, with a trading volume of $1253893.8 and market cap $1481229075705.21. News sentiment score is -0.202 and social sentiment is 0.193.",Negative
"Avalanche recorded a -3.94% change in the last 24 hours, with a trading volume of $2820913.74 and market cap $265578985519.03. News sentiment score is -0.072 and social sentiment is 0.341.",Negative
"Ethereum recorded a 5.24% change in the last 24 hours, with a trading volume of $3356325.17 and market cap $10806452351552.56. News sentiment score is -0.0 and social sentiment is -0.18.",Negative
"Cosmos recorded a -8.14% change in the last 24 hours, with a trading volume of $7925879.73 and market cap $58235306290.9. News sentiment score is -0.132 and social sentiment is 0.483.",Negative
"Ethereum recorded a -4.82% change in the last 24 hours, with a trading volume of $2691508.61 and market cap $71018292713565.67. News sentiment score is -0.468 and social sentiment is -0.232.",Negative
"Cardano recorded a 10.97% change in the last 24 hours, with a trading volume of $140292456.26 and market cap $3806478625.12. News sentiment score is 0.071 and social sentiment is 0.055.",Negative
"Cosmos recorded a 3.1% change in the last 24 hours, with a trading volume of $2969828.21 and market cap $167001746116.81. News sentiment score is 0.114 and social sentiment is 0.347.",Negative
"Avalanche recorded a -7.31% change in the last 24 hours, with a trading volume of $1736679.14 and market cap $185909921562.65. News sentiment score is -0.656 and social sentiment is -0.254.",Negative
"Ethereum recorded a -7.04% change in the last 24 hours, with a trading volume of $9127747.62 and market cap $58288101780979.11. News sentiment score is -0.078 and social sentiment is 0.355.",Negative
"Bitcoin recorded a -1.12% change in the last 24 hours, with a trading volume of $1433007.48 and market cap $370305114599414.4. News sentiment score is -0.177 and social sentiment is 0.288.",Negative
"Cosmos recorded a 11.0% change in the last 24 hours, with a trading volume of $7798750.58 and market cap $185424652198.81. News sentiment score is -0.271 and social sentiment is -0.114.",Negative
"Avalanche recorded a 8.98% change in the last 24 hours, with a trading volume of $835061.34 and market cap $461644117465.67. News sentiment score is 0.062 and social sentiment is -0.155.",Negative
"Chainlink recorded a 9.3% change in the last 24 hours, with a trading volume of $2293268.44 and market cap $31806589245.28. News sentiment score is 0.172 and social sentiment is 0.19.",Negative
"Polygon recorded a -2.62% change in the last 24 hours, with a trading volume of $17745105.6 and market cap $14943779308.26. News sentiment score is -0.086 and social sentiment is 0.217.",Negative
"Polkadot recorded a 6.92% change in the last 24 hours, with a trading volume of $658892.43 and market cap $129922007514.62. News sentiment score is 0.521 and social sentiment is 0.003.",Neutral
"Algorand recorded a 13.55% change in the last 24 hours, with a trading volume of $8544298.27 and market cap $2196870593.12. News sentiment score is -0.106 and social sentiment is 0.038.",Negative
"Chainlink recorded a -1.12% change in the last 24 hours, with a trading volume of $12733765.81 and market cap $174763409449.52. News sentiment score is 0.081 and social sentiment is 0.034.",Negative
"Ethereum recorded a -6.99% change in the last 24 hours, with a trading volume of $35714920.49 and market cap $14491721506283.07. News sentiment score is 0.24 and social sentiment is 0.191.",Negative
"Cardano recorded a 12.03% change in the last 24 hours, with a trading volume of $3561011.85 and market cap $4949068079.45. News sentiment score is 0.322 and social sentiment is 0.414.",Negative
"Ethereum recorded a -2.08% change in the last 24 hours, with a trading volume of $3332252.17 and market cap $23381761800452.16. News sentiment score is 0.577 and social sentiment is 0.618.",Neutral
"Cosmos recorded a 11.97% change in the last 24 hours, with a trading volume of $1783342.72 and market cap $41532658803.02. News sentiment score is -0.747 and social sentiment is -0.309.",Negative
"Algorand recorded a 0.32% change in the last 24 hours, with a trading volume of $27325449.9 and market cap $3683059126.13. News sentiment score is -0.052 and social sentiment is 0.179.",Negative
"Cardano recorded a -10.79% change in the last 24 hours, with a trading volume of $3694587.78 and market cap $4338831115.2. News sentiment score is 0.514 and social sentiment is 0.732.",Neutral
"Polkadot recorded a -14.56% change in the last 24 hours, with a trading volume of $4982080.64 and market cap $35460283456.41. News sentiment score is -0.242 and social sentiment is -0.145.",Negative
"Solana recorded a -1.16% change in the last 24 hours, with a trading volume of $2014129.91 and market cap $391469979443.94. News sentiment score is -0.016 and social sentiment is 0.425.",Negative
"Polygon recorded a 8.71% change in the last 24 hours, with a trading volume of $2393834.09 and market cap $17721107593.45. News sentiment score is 0.246 and social sentiment is 0.263.",Negative
"Chainlink recorded a -1.64% change in the last 24 hours, with a trading volume of $3202016.58 and market cap $59063304263.8. News sentiment score is -0.259 and social sentiment is -0.62.",Negative
"Avalanche recorded a -3.33% change in the last 24 hours, with a trading volume of $1050367.24 and market cap $642951826185.1. News sentiment score is 0.385 and social sentiment is 0.617.",Negative
"Ethereum recorded a 10.64% change in the last 24 hours, with a trading volume of $7538570.93 and market cap $64207888762744.68. News sentiment score is 0.192 and social sentiment is 0.296.",Negative
"Cosmos recorded a -10.11% change in the last 24 hours, with a trading volume of $2853337.72 and market cap $210900155803.85. News sentiment score is -0.075 and social sentiment is -0.096.",Negative
"Ethereum recorded a 8.93% change in the last 24 hours, with a trading volume of $12976502.0 and market cap $34351742656445.76. News sentiment score is 0.053 and social sentiment is -0.022.",Negative
"Solana recorded a -8.14% change in the last 24 hours, with a trading volume of $3334735.88 and market cap $178927282176.12. News sentiment score is 0.225 and social sentiment is -0.044.",Negative
"Cosmos recorded a -22.58% change in the last 24 hours, with a trading volume of $4488831.71 and market cap $212048123335.35. News sentiment score is -0.384 and social sentiment is 0.121.",Negative
"Algorand recorded a 10.73% change in the last 24 hours, with a trading volume of $2615918.3 and market cap $4446244420.36. News sentiment score is 0.246 and social sentiment is 0.181.",Negative
"Algorand recorded a -5.75% change in the last 24 hours, with a trading volume of $5894884.31 and market cap $494373729.35. News sentiment score is 0.371 and social sentiment is 0.288.",Negative
"Chainlink recorded a 7.21% change in the last 24 hours, with a trading volume of $6245654.04 and market cap $8628307564.15. News sentiment score is 0.189 and social sentiment is -0.185.",Negative
"Bitcoin recorded a 0.62% change in the last 24 hours, with a trading volume of $12969807.73 and market cap $122403371244772.52. News sentiment score is -0.115 and social sentiment is 0.012.",Negative
"Cosmos recorded a -4.22% change in the last 24 hours, with a trading volume of $4011402.51 and market cap $21895326093.61. News sentiment score is 0.159 and social sentiment is 0.234.",Negative
"Algorand recorded a 6.16% change in the last 24 hours, with a trading volume of $1197168.13 and market cap $6999758304.71. News sentiment score is 0.006 and social sentiment is 0.555.",Negative
"Cardano recorded a -10.54% change in the last 24 hours, with a trading volume of $19087705.16 and market cap $8095579687.46. News sentiment score is 0.177 and social sentiment is 0.544.",Negative
"Cosmos recorded a -3.55% change in the last 24 hours, with a trading volume of $25890006.9 and market cap $52469713060.48. News sentiment score is 0.158 and social sentiment is 0.3.",Negative
"Avalanche recorded a 2.56% change in the last 24 hours, with a trading volume of $3450656.23 and market cap $628028910542.98. News sentiment score is 0.43 and social sentiment is -0.53.",Neutral
"Ethereum recorded a 2.03% change in the last 24 hours, with a trading volume of $3221250.25 and market cap $53303107547863.6. News sentiment score is 0.358 and social sentiment is 0.182.",Negative
"Cardano recorded a -6.98% change in the last 24 hours, with a trading volume of $1428718.14 and market cap $9706981634.22. News sentiment score is -0.408 and social sentiment is -0.464.",Negative
"Solana recorded a -0.66% change in the last 24 hours, with a trading volume of $3723001.94 and market cap $853680919784.76. News sentiment score is 0.108 and social sentiment is -0.119.",Negative
"Ethereum recorded a 0.01% change in the last 24 hours, with a trading volume of $7037389.36 and market cap $13505510331005.33. News sentiment score is -0.096 and social sentiment is 0.647.",Negative
"Chainlink recorded a 2.51% change in the last 24 hours, with a trading volume of $1153096.89 and market cap $171768887015.67. News sentiment score is -0.055 and social sentiment is 0.466.",Negative
"Polkadot recorded a -2.68% change in the last 24 hours, with a trading volume of $4897453.34 and market cap $8594647082.28. News sentiment score is -0.293 and social sentiment is 0.094.",Negative
"Avalanche recorded a 0.1% change in the last 24 hours, with a trading volume of $3094757.45 and market cap $692658009055.06. News sentiment score is -0.577 and social sentiment is 0.116.",Negative
"Cosmos recorded a -2.98% change in the last 24 hours, with a trading volume of $633037.05 and market cap $11112800411.8. News sentiment score is 0.128 and social sentiment is -0.292.",Negative
"Polygon recorded a 4.66% change in the last 24 hours, with a trading volume of $1986932.59 and market cap $20818692970.58. News sentiment score is -0.059 and social sentiment is -0.633.",Negative
"Cardano recorded a -2.03% change in the last 24 hours, with a trading volume of $5410260.54 and market cap $5110496775.26. News sentiment score is -0.226 and social sentiment is -0.009.",Negative
"Algorand recorded a 2.13% change in the last 24 hours, with a trading volume of $4244846.04 and market cap $6248293127.1. News sentiment score is 0.605 and social sentiment is 0.428.",Positive
"Cosmos recorded a 8.01% change in the last 24 hours, with a trading volume of $9392217.84 and market cap $95020180191.06. News sentiment score is 0.559 and social sentiment is 0.057.",Neutral
"Polygon recorded a -0.41% change in the last 24 hours, with a trading volume of $1106074.24 and market cap $18460493950.2. News sentiment score is 0.228 and social sentiment is -0.067.",Negative
"Polkadot recorded a -8.91% change in the last 24 hours, with a trading volume of $794542.75 and market cap $123060784526.74. News sentiment score is 0.211 and social sentiment is 0.292.",Negative
"Chainlink recorded a 2.8% change in the last 24 hours, with a trading volume of $3851209.03 and market cap $265470087937.33. News sentiment score is -0.482 and social sentiment is -0.456.",Negative
"Chainlink recorded a -11.76% change in the last 24 hours, with a trading volume of $1233624.29 and market cap $211553463838.96. News sentiment score is -0.334 and social sentiment is -0.435.",Negative
"Solana recorded a 8.86% change in the last 24 hours, with a trading volume of $1053553.82 and market cap $1189012940471.57. News sentiment score is 0.151 and social sentiment is 0.096.",Negative
"Bitcoin recorded a -2.6% change in the last 24 hours, with a trading volume of $3731180.32 and market cap $669968800142526.2. News sentiment score is 0.031 and social sentiment is -0.009.",Negative
"Bitcoin recorded a 18.32% change in the last 24 hours, with a trading volume of $9060433.49 and market cap $875876712791983.1. News sentiment score is -0.36 and social sentiment is -0.209.",Negative
"Polygon recorded a 21.17% change in the last 24 hours, with a trading volume of $811864.07 and market cap $4913727289.66. News sentiment score is 0.085 and social sentiment is 0.042.",Negative
"Polygon recorded a -5.18% change in the last 24 hours, with a trading volume of $23046344.79 and market cap $22389244742.94. News sentiment score is -0.364 and social sentiment is -0.31.",Negative
"Bitcoin recorded a 2.07% change in the last 24 hours, with a trading volume of $2844119.75 and market cap $288885426527074.4. News sentiment score is 0.059 and social sentiment is -0.021.",Negative
"Bitcoin recorded a 2.58% change in the last 24 hours, with a trading volume of $3433942.33 and market cap $501576032682385.75. News sentiment score is -0.316 and social sentiment is 0.079.",Negative
"Chainlink recorded a 2.52% change in the last 24 hours, with a trading volume of $1428338.87 and market cap $1942313805.58. News sentiment score is 0.461 and social sentiment is -0.359.",Neutral
"Solana recorded a 2.23% change in the last 24 hours, with a trading volume of $3825673.04 and market cap $9969918713.47. News sentiment score is 0.288 and social sentiment is -0.398.",Negative
"Bitcoin recorded a 4.23% change in the last 24 hours, with a trading volume of $5673567.61 and market cap $590783410370329.5. News sentiment score is -0.284 and social sentiment is -0.222.",Negative
"Avalanche recorded a -6.08% change in the last 24 hours, with a trading volume of $12241688.42 and market cap $239747227963.66. News sentiment score is 0.604 and social sentiment is 0.52.",Positive
"Ethereum recorded a -0.71% change in the last 24 hours, with a trading volume of $8806731.12 and market cap $24842905780064.01. News sentiment score is -0.164 and social sentiment is -0.013.",Negative
"Avalanche recorded a -15.12% change in the last 24 hours, with a trading volume of $1567407.03 and market cap $529278684869.36. News sentiment score is -0.154 and social sentiment is -0.414.",Negative
"Cardano recorded a 10.52% change in the last 24 hours, with a trading volume of $2479625.96 and market cap $1080035042.58. News sentiment score is -0.098 and social sentiment is -0.295.",Negative
"Cosmos recorded a 10.38% change in the last 24 hours, with a trading volume of $745311.08 and market cap $185593066523.83. News sentiment score is -0.006 and social sentiment is -0.055.",Negative
"Cosmos recorded a 0.71% change in the last 24 hours, with a trading volume of $775766.37 and market cap $207682064351.66. News sentiment score is -0.132 and social sentiment is 0.307.",Negative
"Cosmos recorded a -1.92% change in the last 24 hours, with a trading volume of $1576166.84 and market cap $157532725176.79. News sentiment score is -0.364 and social sentiment is -0.267.",Negative
"Chainlink recorded a -3.95% change in the last 24 hours, with a trading volume of $3560492.08 and market cap $136815302750.61. News sentiment score is -0.465 and social sentiment is -0.45.",Negative
"Solana recorded a -8.0% change in the last 24 hours, with a trading volume of $18411712.17 and market cap $323129504805.78. News sentiment score is 0.159 and social sentiment is -0.324.",Negative
"Ethereum recorded a 10.95% change in the last 24 hours, with a trading volume of $3601351.61 and market cap $66369309424955.96. News sentiment score is 0.216 and social sentiment is 0.456.",Negative
"Ethereum recorded a 15.24% change in the last 24 hours, with a trading volume of $16101794.14 and market cap $21418737401641.48. News sentiment score is 0.119 and social sentiment is 0.242.",Negative
"Ethereum recorded a 11.36% change in the last 24 hours, with a trading volume of $2069154.02 and market cap $42331053552213.16. News sentiment score is -0.581 and social sentiment is -0.251.",Negative
"Avalanche recorded a -9.26% change in the last 24 hours, with a trading volume of $1779684.72 and market cap $609800088475.91. News sentiment score is -0.156 and social sentiment is 0.097.",Negative
"Chainlink recorded a -5.35% change in the last 24 hours, with a trading volume of $11057344.74 and market cap $289111009724.32. News sentiment score is -0.263 and social sentiment is -0.232.",Negative
"Algorand recorded a 3.54% change in the last 24 hours, with a trading volume of $436530.91 and market cap $5668570258.78. News sentiment score is 0.024 and social sentiment is 0.286.",Negative
"Avalanche recorded a -6.85% change in the last 24 hours, with a trading volume of $1218081.69 and market cap $655328027802.86. News sentiment score is 0.061 and social sentiment is -0.294.",Negative
"Bitcoin recorded a -7.89% change in the last 24 hours, with a trading volume of $2731951.33 and market cap $677815470254380.5. News sentiment score is -0.063 and social sentiment is -0.148.",Negative
"Cosmos recorded a 12.31% change in the last 24 hours, with a trading volume of $6426863.52 and market cap $33832696777.86. News sentiment score is 0.552 and social sentiment is -0.032.",Neutral
"Polygon recorded a 4.77% change in the last 24 hours, with a trading volume of $8924148.38 and market cap $21440561573.62. News sentiment score is 0.861 and social sentiment is 0.356.",Positive
"Cardano recorded a -14.65% change in the last 24 hours, with a trading volume of $9238853.43 and market cap $1960894221.04. News sentiment score is 0.418 and social sentiment is 0.152.",Neutral
"Cosmos recorded a -12.34% change in the last 24 hours, with a trading volume of $8394077.09 and market cap $100857928706.47. News sentiment score is 0.263 and social sentiment is 0.226.",Negative
"Cosmos recorded a 7.49% change in the last 24 hours, with a trading volume of $8858513.59 and market cap $97865790510.53. News sentiment score is 0.67 and social sentiment is 0.353.",Positive
"Bitcoin recorded a 20.44% change in the last 24 hours, with a trading volume of $2361797.4 and market cap $131401909772168.62. News sentiment score is -0.052 and social sentiment is -0.521.",Negative
"Polygon recorded a -5.22% change in the last 24 hours, with a trading volume of $3196620.56 and market cap $13055272450.62. News sentiment score is 0.02 and social sentiment is 0.193.",Negative
"Cardano recorded a 4.79% change in the last 24 hours, with a trading volume of $4996925.72 and market cap $8417804491.37. News sentiment score is 0.338 and social sentiment is 0.192.",Negative
"Solana recorded a -2.34% change in the last 24 hours, with a trading volume of $2571863.75 and market cap $1048092030675.84. News sentiment score is 0.281 and social sentiment is 0.22.",Negative
"Bitcoin recorded a -12.21% change in the last 24 hours, with a trading volume of $10550677.93 and market cap $662103501336552.4. News sentiment score is 0.147 and social sentiment is 0.381.",Negative
"Polygon recorded a -3.37% change in the last 24 hours, with a trading volume of $1370862.6 and market cap $13824420615.71. News sentiment score is 0.388 and social sentiment is 0.091.",Negative
"Cardano recorded a 0.65% change in the last 24 hours, with a trading volume of $3724097.61 and market cap $4400241235.35. News sentiment score is -0.133 and social sentiment is 0.162.",Negative
"Polkadot recorded a 0.09% change in the last 24 hours, with a trading volume of $25052430.92 and market cap $25793428347.93. News sentiment score is -0.603 and social sentiment is -0.525.",Negative
"Avalanche recorded a 6.32% change in the last 24 hours, with a trading volume of $3191578.09 and market cap $641817168567.02. News sentiment score is 0.429 and social sentiment is -0.026.",Neutral
"Chainlink recorded a 1.99% change in the last 24 hours, with a trading volume of $3025518.17 and market cap $31382045286.88. News sentiment score is -0.36 and social sentiment is -0.486.",Negative
"Chainlink recorded a -5.88% change in the last 24 hours, with a trading volume of $6439108.93 and market cap $187602011631.71. News sentiment score is -0.311 and social sentiment is -0.004.",Negative
"Algorand recorded a -10.17% change in the last 24 hours, with a trading volume of $1138464.41 and market cap $5372725099.06. News sentiment score is 0.279 and social sentiment is -0.016.",Negative
"Chainlink recorded a 1.37% change in the last 24 hours, with a trading volume of $6090341.91 and market cap $8790449672.08. News sentiment score is 0.169 and social sentiment is 0.15.",Negative
"Solana recorded a 0.31% change in the last 24 hours, with a trading volume of $1337087.24 and market cap $1068640034746.63. News sentiment score is -0.584 and social sentiment is -0.447.",Negative
"Polkadot recorded a 1.57% change in the last 24 hours, with a trading volume of $3465973.62 and market cap $130234127892.43. News sentiment score is 0.01 and social sentiment is 0.257.",Negative
"Ethereum recorded a -4.91% change in the last 24 hours, with a trading volume of $3220826.91 and market cap $48256075317666.15. News sentiment score is -0.184 and social sentiment is 0.01.",Negative
"Polkadot recorded a -8.77% change in the last 24 hours, with a trading volume of $5811565.98 and market cap $97651064381.14. News sentiment score is 0.17 and social sentiment is 0.231.",Negative
"Cosmos recorded a 13.34% change in the last 24 hours, with a trading volume of $6614266.61 and market cap $167261720279.32. News sentiment score is 0.052 and social sentiment is 0.2.",Negative
"Polygon recorded a 2.95% change in the last 24 hours, with a trading volume of $2645384.14 and market cap $2840359327.01. News sentiment score is 0.11 and social sentiment is -0.016.",Negative
"Solana recorded a 0.96% change in the last 24 hours, with a trading volume of $837707.7 and market cap $324490163713.26. News sentiment score is 0.011 and social sentiment is -0.218.",Negative
"Algorand recorded a -1.74% change in the last 24 hours, with a trading volume of $2240079.51 and market cap $2367854191.69. News sentiment score is 0.374 and social sentiment is 0.119.",Negative
"Cosmos recorded a -2.11% change in the last 24 hours, with a trading volume of $419975.79 and market cap $224401961240.73. News sentiment score is 0.25 and social sentiment is 0.292.",Negative
"Avalanche recorded a 5.19% change in the last 24 hours, with a trading volume of $2444077.7 and market cap $45748836780.54. News sentiment score is -0.308 and social sentiment is -0.147.",Negative
"Chainlink recorded a -3.29% change in the last 24 hours, with a trading volume of $13985202.66 and market cap $299520817122.41. News sentiment score is 0.195 and social sentiment is 0.205.",Negative
"Cosmos recorded a -3.26% change in the last 24 hours, with a trading volume of $2633286.88 and market cap $257009784281.3. News sentiment score is 0.145 and social sentiment is -0.108.",Negative
